record_type,profile_id,distribution,d1_score,d2_score,d3_score,d4_score,d5_score,d6_score,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,readiness_delta_raw_final,metric,value,count,fraction
profile,grb_mc_01779,uniform,2.111,2.667,2.0,1.333,1.778,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01780,uniform,1.667,1.667,1.444,2.0,2.0,2.111,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_01781,uniform,2.333,1.889,2.0,2.0,2.111,2.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01782,uniform,2.0,1.667,2.0,1.444,2.0,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01783,uniform,2.222,2.222,1.222,2.222,2.222,2.667,2.129,53.23,53.23,Substantially ready,False,0.0,,,,
profile,grb_mc_01784,uniform,1.444,1.889,2.222,1.444,1.667,1.889,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_01785,uniform,2.0,1.889,1.889,2.667,2.111,2.222,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01786,uniform,1.778,1.778,2.222,1.556,1.111,1.667,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_01787,uniform,1.111,1.889,2.889,2.222,2.222,2.222,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_01788,uniform,1.778,2.556,1.889,1.0,1.778,2.778,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01789,uniform,2.667,1.111,2.111,2.556,2.0,2.111,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01790,uniform,1.444,2.333,1.889,1.333,2.0,1.333,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_01791,uniform,2.556,1.778,2.222,1.667,2.111,1.778,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_01792,uniform,2.778,1.889,2.556,1.778,1.222,2.333,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01793,uniform,1.889,1.556,2.333,2.0,2.111,1.556,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01794,uniform,2.444,1.444,2.444,1.889,2.556,1.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_01795,uniform,1.889,2.0,1.889,2.444,2.556,1.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_01796,uniform,1.556,1.556,1.889,2.333,2.222,2.556,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_01797,uniform,1.889,2.889,2.0,2.111,2.333,3.0,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01798,uniform,2.0,2.0,2.333,1.778,2.333,2.778,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_01799,uniform,1.556,1.556,1.667,1.444,1.889,2.0,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_01800,uniform,2.667,2.0,2.556,1.778,1.667,1.667,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_01801,uniform,1.778,2.667,2.556,1.889,2.556,1.889,2.223,55.57,55.57,Substantially ready,False,0.0,,,,
profile,grb_mc_01802,uniform,2.111,2.111,1.889,2.333,2.444,2.0,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01803,uniform,2.111,2.222,2.0,1.333,2.111,2.333,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01804,uniform,1.889,2.0,2.111,2.0,2.444,2.333,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01805,uniform,2.111,1.667,2.556,1.778,1.889,1.778,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01806,uniform,2.0,1.778,1.889,1.889,2.0,2.667,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01807,uniform,2.333,2.556,1.111,2.333,2.444,2.444,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_01808,uniform,2.111,1.556,2.889,2.444,2.0,1.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01809,uniform,1.0,2.222,1.889,1.333,1.889,2.444,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01810,uniform,1.556,2.333,2.333,2.222,1.333,1.889,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01811,uniform,1.667,1.556,2.222,2.0,2.889,2.0,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_01812,uniform,1.667,1.0,2.111,1.444,1.0,1.889,1.519,37.97,37.97,Emerging,False,0.0,,,,
profile,grb_mc_01813,uniform,2.111,2.333,2.0,1.667,2.111,2.111,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01814,uniform,1.333,1.444,2.111,1.889,2.222,1.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_01815,uniform,2.444,1.667,2.556,1.556,2.667,2.0,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01816,uniform,1.222,2.444,1.444,2.333,1.556,1.778,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01817,uniform,2.111,2.111,1.333,2.222,2.667,1.444,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01818,uniform,2.111,2.444,2.889,1.667,2.0,2.111,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_01819,uniform,2.111,1.556,1.333,2.0,2.222,2.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_01820,uniform,2.111,2.111,1.889,2.667,2.222,2.0,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01821,uniform,2.0,1.556,1.333,2.0,1.667,2.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_01822,uniform,2.222,2.333,1.444,2.0,1.111,3.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01823,uniform,3.111,1.333,1.889,1.667,2.333,1.556,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_01824,uniform,1.778,1.556,2.111,1.778,1.778,1.778,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01825,uniform,2.111,2.444,1.556,1.889,2.0,1.778,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01826,uniform,1.667,2.889,2.556,1.667,2.333,1.778,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01827,uniform,1.778,1.667,1.778,2.333,1.556,1.556,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_01828,uniform,1.889,1.222,2.111,2.111,2.111,2.667,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01829,uniform,2.333,2.444,2.778,2.111,1.556,3.0,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01830,uniform,2.222,2.111,2.111,2.0,2.556,2.778,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_01831,uniform,2.0,2.222,1.444,3.333,1.889,2.111,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01832,uniform,2.222,2.444,2.222,2.333,2.444,2.667,2.389,59.72,59.72,Substantially ready,False,0.0,,,,
profile,grb_mc_01833,uniform,1.667,1.889,1.444,2.111,1.667,1.111,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_01834,uniform,2.0,2.222,1.556,1.778,2.778,1.778,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_01835,uniform,2.222,1.889,2.333,1.889,2.222,2.111,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01836,uniform,2.778,1.667,1.889,1.556,1.667,1.778,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01837,uniform,1.667,2.333,2.111,2.111,2.556,2.222,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01838,uniform,1.444,1.667,2.444,2.0,2.556,1.778,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01839,uniform,1.889,1.0,1.111,1.222,2.111,2.222,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_01840,uniform,1.778,1.556,1.0,1.778,2.111,2.556,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01841,uniform,1.889,1.333,2.556,2.222,2.444,1.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01842,uniform,2.0,2.111,2.556,2.444,1.444,2.111,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01843,uniform,1.0,1.667,1.778,1.778,1.444,0.889,1.426,35.65,35.65,Emerging,False,0.0,,,,
profile,grb_mc_01844,uniform,2.667,2.333,2.333,2.778,2.0,1.778,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_01845,uniform,2.222,2.333,2.111,2.0,2.0,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01846,uniform,1.889,1.667,1.778,2.667,2.222,1.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01847,uniform,2.111,1.556,2.333,2.0,1.889,2.444,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01848,uniform,2.0,2.444,1.667,0.889,2.444,2.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01849,uniform,1.778,2.222,2.0,1.889,1.111,2.556,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01850,uniform,1.667,2.333,2.444,1.444,2.0,2.778,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01851,uniform,1.778,3.111,2.0,2.222,1.333,2.444,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01852,uniform,1.333,2.333,2.222,1.444,1.444,2.111,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_01853,uniform,2.889,1.667,1.667,1.444,1.889,1.0,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_01854,uniform,0.889,2.556,2.444,1.0,1.0,1.667,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_01855,uniform,2.111,1.444,2.222,2.333,1.889,2.0,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01856,uniform,2.111,2.222,1.778,1.222,1.889,2.111,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01857,uniform,1.556,2.0,1.556,2.0,2.556,2.778,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_01858,uniform,2.444,2.667,1.778,2.111,2.0,1.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01859,uniform,2.556,2.0,1.667,2.0,2.444,1.889,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01860,uniform,2.0,2.667,2.556,1.222,3.333,1.667,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_01861,uniform,1.778,1.778,2.222,2.0,1.111,1.0,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_01862,uniform,1.667,1.556,2.222,1.556,2.0,2.222,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_01863,uniform,1.444,1.556,1.778,1.333,1.889,1.889,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_01864,uniform,3.111,2.0,1.444,1.778,1.667,1.556,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01865,uniform,2.444,2.222,2.111,1.556,1.889,1.222,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01866,uniform,1.778,2.444,2.0,1.889,1.778,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01867,uniform,2.667,1.778,2.444,1.667,1.667,2.556,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01868,uniform,3.0,2.111,2.333,2.889,2.0,2.222,2.426,60.65,60.65,Substantially ready,False,0.0,,,,
profile,grb_mc_01869,uniform,1.222,2.111,2.333,2.0,2.556,1.556,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01870,uniform,2.111,2.111,1.111,1.667,2.444,2.333,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01871,uniform,2.222,2.111,2.444,1.667,2.667,1.778,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01872,uniform,1.444,2.556,1.889,1.556,2.333,1.667,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01873,uniform,1.222,1.889,2.333,2.444,1.333,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01874,uniform,2.222,1.889,2.444,2.111,2.444,2.444,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_01875,uniform,2.111,2.556,1.667,2.0,1.778,2.444,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01876,uniform,1.889,2.778,1.333,3.222,2.333,2.0,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_01877,uniform,0.667,1.111,2.0,1.667,1.556,1.556,1.426,35.65,35.65,Emerging,False,0.0,,,,
profile,grb_mc_01878,uniform,1.667,1.778,2.111,2.0,2.222,2.111,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_01879,uniform,1.667,2.222,1.556,2.0,1.778,0.778,1.667,41.68,41.68,Emerging,False,0.0,,,,
profile,grb_mc_01880,uniform,2.222,1.444,2.222,1.111,1.778,2.0,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01881,uniform,1.667,1.889,1.778,1.333,2.444,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01882,uniform,2.222,1.889,2.556,2.0,2.111,1.778,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01883,uniform,1.889,2.444,2.0,2.222,1.889,1.889,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01884,uniform,2.222,3.333,2.333,2.0,1.889,2.111,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_01885,uniform,1.222,2.222,2.556,2.222,1.889,2.222,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01886,uniform,2.111,2.556,2.556,2.222,1.778,1.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01887,uniform,2.444,2.0,2.778,2.667,2.0,2.111,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01888,uniform,1.333,1.556,2.0,1.778,1.889,2.556,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_01889,uniform,1.667,2.0,2.444,1.222,2.0,1.333,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_01890,uniform,1.778,2.0,2.222,1.667,1.222,2.111,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_01891,uniform,2.222,1.778,1.333,2.0,2.0,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01892,uniform,2.556,2.111,1.778,1.778,2.0,1.889,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_01893,uniform,1.778,1.444,1.889,1.778,1.889,2.778,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01894,uniform,2.111,2.222,0.778,2.111,2.111,2.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01895,uniform,1.333,1.556,2.0,2.222,2.444,2.444,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01896,uniform,2.111,2.111,1.778,1.778,2.444,1.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01897,uniform,2.222,2.333,2.333,2.111,2.778,1.444,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_01898,uniform,1.889,2.444,1.222,2.0,1.667,2.667,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01899,uniform,2.444,1.222,1.222,2.222,1.222,1.778,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_01900,uniform,2.444,1.889,1.111,1.667,2.111,1.778,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_01901,uniform,2.667,1.778,1.778,2.444,3.0,0.889,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01902,uniform,1.444,1.778,1.889,1.333,2.556,1.778,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01903,uniform,3.0,1.444,1.333,1.667,1.667,2.111,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_01904,uniform,2.778,2.333,3.111,2.0,2.0,1.444,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_01905,uniform,2.444,2.333,2.333,0.778,1.778,2.556,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01906,uniform,1.889,1.889,1.222,2.333,1.556,1.667,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_01907,uniform,2.556,2.111,1.667,0.889,1.444,1.556,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_01908,uniform,1.889,1.333,1.556,2.222,2.0,1.778,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01909,uniform,2.556,2.333,1.778,1.778,1.222,2.111,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01910,uniform,1.0,2.222,1.778,1.889,2.444,2.222,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01911,uniform,1.667,1.667,2.778,1.778,2.444,1.778,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_01912,uniform,1.889,1.556,1.889,1.889,1.556,1.889,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_01913,uniform,1.889,2.444,2.0,2.222,2.556,1.444,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_01914,uniform,2.556,1.556,1.667,2.667,2.222,2.333,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01915,uniform,1.778,1.667,2.0,1.667,1.778,1.889,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01916,uniform,2.0,2.111,2.556,1.778,1.667,1.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01917,uniform,2.556,1.556,1.889,2.222,2.333,2.111,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01918,uniform,2.556,2.778,2.111,2.111,1.444,1.889,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01919,uniform,1.444,2.778,2.0,2.111,2.0,2.333,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01920,uniform,2.0,2.333,1.333,3.0,2.333,2.556,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_01921,uniform,1.667,1.778,2.111,3.111,1.889,2.556,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_01922,uniform,1.778,1.778,2.667,2.222,2.556,1.667,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01923,uniform,2.444,1.667,1.778,1.667,0.889,2.667,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_01924,uniform,2.778,1.333,2.556,1.333,2.111,1.778,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01925,uniform,1.778,2.0,0.889,2.0,1.778,1.667,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_01926,uniform,1.667,3.333,2.111,2.556,2.222,1.667,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_01927,uniform,2.444,0.667,2.444,2.0,2.0,1.667,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_01928,uniform,2.222,1.889,2.222,1.556,2.111,3.0,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01929,uniform,0.889,1.333,2.111,2.556,1.889,2.778,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_01930,uniform,2.0,1.333,1.667,1.556,1.667,1.889,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_01931,uniform,2.222,2.222,2.111,1.889,1.889,2.222,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_01932,uniform,2.333,2.444,2.667,1.444,1.778,1.556,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01933,uniform,0.889,2.333,2.111,2.111,2.111,2.667,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01934,uniform,1.889,2.556,2.111,2.0,2.556,2.222,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_01935,uniform,2.222,1.667,1.778,2.111,2.444,2.111,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01936,uniform,2.556,1.333,1.667,1.778,2.333,1.778,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01937,uniform,3.0,1.778,2.222,1.889,2.778,2.444,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_01938,uniform,2.0,2.444,2.0,1.778,1.778,2.111,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01939,uniform,1.778,1.111,1.444,1.444,1.444,2.444,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_01940,uniform,2.111,1.0,1.556,2.333,1.222,3.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_01941,uniform,2.222,2.778,1.889,2.111,1.667,1.778,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_01942,uniform,1.556,1.556,2.333,2.111,2.667,1.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01943,uniform,2.0,2.111,2.556,2.111,2.111,1.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01944,uniform,1.667,2.0,2.667,1.111,1.889,2.0,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01945,uniform,1.556,2.0,1.778,1.889,1.667,2.333,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_01946,uniform,1.667,2.0,2.556,2.111,1.222,2.667,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01947,uniform,1.444,2.222,2.111,1.667,2.889,2.444,2.129,53.23,53.23,Substantially ready,False,0.0,,,,
profile,grb_mc_01948,uniform,2.556,2.556,1.444,2.444,1.778,1.444,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01949,uniform,1.667,1.556,2.444,2.889,2.333,2.111,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_01950,uniform,1.889,3.111,2.333,2.667,2.556,1.333,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_01951,uniform,1.667,2.444,2.222,3.111,2.222,1.889,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_01952,uniform,2.111,2.222,2.222,0.889,1.556,2.111,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_01953,uniform,1.556,1.556,2.778,1.667,2.0,2.333,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_01954,uniform,1.444,1.889,2.222,2.0,1.778,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01955,uniform,2.333,2.333,1.889,1.556,2.333,2.222,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01956,uniform,1.667,2.0,2.111,1.778,2.0,1.778,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_01957,uniform,1.889,1.222,2.0,2.333,1.333,1.556,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_01958,uniform,2.667,2.444,2.0,2.0,1.111,1.667,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01959,uniform,1.444,1.778,2.333,2.556,1.889,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_01960,uniform,2.444,1.333,2.333,1.667,2.111,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01961,uniform,1.667,1.778,2.444,1.0,2.444,2.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01962,uniform,2.0,2.667,1.556,1.889,2.556,2.222,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_01963,uniform,0.889,2.111,2.222,2.556,3.222,1.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01964,uniform,1.667,2.333,1.111,2.444,1.333,1.889,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_01965,uniform,2.333,2.111,1.889,1.333,2.111,2.333,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01966,uniform,2.111,2.444,1.667,1.333,2.667,1.778,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01967,uniform,2.444,1.556,2.0,2.778,2.111,1.667,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01968,uniform,2.0,0.778,2.0,1.778,1.556,1.778,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_01969,uniform,1.667,1.556,1.222,1.111,2.0,2.222,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_01970,uniform,2.222,2.333,0.556,1.778,1.667,1.667,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_01971,uniform,2.778,1.222,2.444,1.556,1.889,2.0,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_01972,uniform,2.111,1.333,1.778,0.667,2.111,1.778,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_01973,uniform,1.333,2.0,2.889,2.556,3.0,2.444,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_01974,uniform,3.111,2.333,2.0,2.222,2.556,1.889,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_01975,uniform,1.889,2.222,1.333,2.0,2.222,1.778,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_01976,uniform,2.0,1.333,2.889,2.556,2.111,2.778,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_01977,uniform,1.111,1.889,1.222,2.0,1.556,1.667,1.574,39.35,39.35,Emerging,False,0.0,,,,
profile,grb_mc_01978,uniform,2.444,2.444,1.889,2.778,2.111,2.111,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_01979,uniform,2.667,1.778,1.111,2.0,2.222,2.0,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01980,uniform,3.0,1.0,1.333,0.889,1.556,1.889,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_01981,uniform,2.556,1.889,2.778,1.444,3.222,2.111,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
